日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,名称
2026-07-20,301300,29.22,28.25,30.73,27.63,15799.0,46200945.0,10.7901,-1.6707,-0.48,4.018668864966799,远翔新材
2026-07-21,301300,28.11,27.51,28.2,26.02,13401.5,36396350.0,7.7168,-2.6195,-0.74,3.4088354195741863,远翔新材
2026-07-22,301300,27.26,26.76,27.77,26.65,10307.94,27946833.0,4.0712,-2.7263,-0.75,2.6219506006675024,远翔新材
2026-07-23,301300,26.92,27.69,27.74,26.65,5883.39,16034676.0,4.0732,3.4753,0.93,1.4965121978262559,远翔新材
2026-07-24,301300,27.93,26.63,27.93,26.5,6226.31,16787624.0,5.1643,-3.8281,-1.06,1.5837380935901912,远翔新材
2026-07-27,301300,26.98,27.51,27.7,26.41,9266.95,25309021.0,4.8442,3.3045,0.88,2.3571620633080625,远翔新材
2026-07-28,301300,27.59,27.57,28.2,27.15,7755.0,21560902.0,3.8168,0.2181,0.06,1.9725790903106228,远翔新材
2026-07-29,301300,27.67,28.11,28.28,27.6,6095.0,17044806.0,2.4664,1.9587,0.54,1.5503377892254346,远翔新材
2026-07-30,301300,28.11,27.78,28.65,27.4,7384.06,20695767.0,4.4468,-1.174,-0.33,1.8782259648741533,远翔新材
2026-07-31,301300,27.76,28.27,28.84,27.0,7064.79,20070671.0,6.6235,1.7639,0.49,1.7970157358395338,远翔新材
2026-08-03,301300,28.27,29.4,29.55,28.14,9690.06,28135551.0,4.9876,3.9972,1.13,2.4647852662611673,远翔新材
2026-08-04,301300,29.58,29.99,30.33,29.4,9580.0,28772404.0,3.1633,2.0068,0.59,2.4367901592747607,远翔新材
2026-08-05,301300,30.17,30.28,30.72,29.51,8996.0,27197185.0,4.0347,0.967,0.29,2.3022532471918,远翔新材
2026-08-06,301300,30.4,30.58,30.78,30.0,6429.48,19534402.0,2.576,0.9908,0.3,1.6454303254507263,远翔新材
2026-08-07,301300,30.58,30.62,30.65,29.89,5983.85,18129722.0,2.4853,0.1308,0.04,1.5313848480667687,远翔新材
2026-08-10,301300,30.74,31.39,31.54,29.59,10049.99,30947580.0,6.3684,2.5147,0.77,2.5719900079752245,远翔新材
2026-08-11,301300,31.51,31.36,31.69,30.73,6691.49,20875183.0,3.0583,-0.0956,-0.03,1.712483835154675,远翔新材
2026-08-12,301300,30.83,31.61,31.9,30.06,4976.0,15736996.0,5.8673,0.7972,0.25,1.2734562203230766,远翔新材
2026-08-13,301300,31.65,31.06,31.88,31.0,5765.0,18071820.0,2.7839,-1.74,-0.55,1.4753768308204454,远翔新材
2026-08-14,301300,31.07,31.19,31.39,30.81,4909.86,15276873.0,1.8674,0.4185,0.13,1.2565296941148434,远翔新材
2026-08-17,301300,31.12,32.42,32.65,31.03,12333.83,39748585.0,5.194,3.9436,1.23,3.1564695606727033,远翔新材
2026-08-18,301300,32.16,32.95,32.95,32.09,11403.4,37150313.0,2.6527,1.6348,0.53,2.9183542328842784,远翔新材
2026-08-19,301300,32.28,31.62,32.54,31.38,8931.77,28345710.0,3.5205,-4.0364,-1.33,2.2858155275311587,远翔新材
2026-08-20,301300,31.63,32.23,32.47,31.63,6145.12,19755439.0,2.6565,1.9292,0.61,1.5726570113809777,远翔新材
2026-08-21,301300,32.2,32.23,32.36,31.45,4459.0,14263589.0,2.8235,0.0,0.0,1.1411457569173227,远翔新材
2026-08-24,301300,32.54,31.83,32.54,31.3,6694.0,21261579.0,3.8473,-1.2411,-0.4,1.7131261934973223,远翔新材
2026-06-25,301301,8.46,8.19,8.46,8.05,137821.64,112841190.0,,,,2.2309119992949227,川宁生物
2026-06-26,301301,8.18,7.9,8.25,7.89,107086.0,85567264.0,4.3956,-3.5409,-0.29,1.7334167746205005,川宁生物
2026-06-29,301301,7.9,8.21,8.3,7.69,200423.44,161879911.0,7.7215,3.9241,0.31,3.2442835937764545,川宁生物
2026-06-30,301301,8.15,7.94,8.17,7.88,152838.0,122073622.0,3.5323,-3.2887,-0.27,2.465200177139951,川宁生物
2026-07-01,301301,7.88,8.25,8.28,7.8,193663.86,156500932.0,6.0453,3.9043,0.31,3.123700794158564,川宁生物
2026-07-02,301301,8.25,8.39,8.53,8.25,169329.39,142345417.0,3.3939,1.697,0.14,2.73119801504207,川宁生物
2026-07-03,301301,8.4,8.54,8.61,8.36,154807.55,131460107.0,2.9797,1.7878,0.15,2.4969680294337913,川宁生物
2026-07-06,301301,8.56,8.75,8.88,8.41,235775.87,205596349.0,5.5035,2.459,0.21,3.8029463647085544,川宁生物
2026-07-07,301301,8.69,8.4,8.75,8.36,145891.18,123943695.0,4.4571,-4.0,-0.35,2.353151459579139,川宁生物
2026-07-08,301301,8.4,8.3,8.53,8.24,100177.0,83562767.0,3.4524,-1.1905,-0.1,1.6158046961184318,川宁生物
2026-07-09,301301,8.24,8.21,8.44,8.13,121292.61,99869052.0,3.7349,-1.0843,-0.09,1.9563888801068254,川宁生物
2026-07-10,301301,8.2,8.42,8.53,8.1,138571.29,116382256.0,5.2375,2.5579,0.21,2.2350853102926727,川宁生物
2026-07-13,301301,8.4,8.44,8.54,8.35,135326.0,114004190.0,2.2565,0.2375,0.02,2.182740412539035,川宁生物
2026-07-14,301301,8.43,8.57,8.6,8.33,173329.72,147772679.0,3.1991,1.5403,0.13,2.795721328776993,川宁生物
2026-07-15,301301,8.53,8.76,8.87,8.48,196561.64,171994716.0,4.5508,2.217,0.19,3.170440530149042,川宁生物
2026-07-16,301301,8.71,8.89,8.95,8.64,215815.14,190534529.0,3.5388,1.484,0.13,3.480989815081873,川宁生物
2026-07-17,301301,8.84,8.49,8.95,8.47,211012.0,182424474.0,5.3993,-4.4994,-0.4,3.4035175792581382,川宁生物
2026-07-20,301301,8.43,8.66,8.68,8.4,169152.0,144722834.0,3.298,2.0024,0.17,2.7283368034361675,川宁生物
2026-07-21,301301,8.61,8.56,8.75,8.51,146203.21,125911649.0,2.7714,-1.1547,-0.1,2.3581843467621235,川宁生物
2026-07-22,301301,8.53,8.61,8.69,8.47,127754.74,109448604.0,2.5701,0.5841,0.05,2.060619791403109,川宁生物
2026-07-23,301301,8.6,8.67,8.7,8.44,139523.22,119251473.0,3.0197,0.6969,0.06,2.2504394630859887,川宁生物
2026-07-24,301301,8.61,8.37,8.68,8.28,123355.68,104251560.0,4.6136,-3.4602,-0.3,1.9896651630302613,川宁生物
2026-07-27,301301,8.33,8.55,8.62,8.33,91722.17,78285926.0,3.4648,2.1505,0.18,1.4794325346553914,川宁生物
2026-07-28,301301,8.54,8.45,8.6,8.39,97514.0,82624919.0,2.4561,-1.1696,-0.1,1.572851843609738,川宁生物
2026-07-29,301301,8.48,8.58,8.66,8.45,120370.81,103125395.0,2.4852,1.5385,0.13,1.941520709080722,川宁生物
2026-07-30,301301,8.56,8.66,8.75,8.55,111335.38,96315452.0,2.331,0.9324,0.08,1.7957837612239347,川宁生物
2026-07-31,301301,8.61,8.72,8.76,8.6,127194.0,110642541.0,1.8476,0.6928,0.06,2.0515753368346807,川宁生物
2026-08-03,301301,8.7,8.89,8.91,8.65,142910.8,126576140.0,2.9817,1.9495,0.17,2.3050794270744976,川宁生物
2026-08-04,301301,8.89,8.87,8.98,8.8,114983.42,102029647.0,2.0247,-0.225,-0.02,1.854624814196452,川宁生物
2026-08-05,301301,8.9,8.76,8.91,8.71,116942.73,102679145.0,2.2548,-1.2401,-0.11,1.8862275004333309,川宁生物
2026-08-06,301301,8.8,8.76,8.8,8.68,111330.72,97214814.0,1.3699,0.0,0.0,1.795708597764419,川宁生物
2026-08-07,301301,8.75,9.05,9.07,8.65,210658.52,187310618.0,4.7945,3.3105,0.29,3.3978161243934095,川宁生物
2026-08-10,301301,9.08,9.04,9.25,9.01,153167.66,139484139.0,2.6519,-0.1105,-0.01,2.4705174273682706,川宁生物
2026-08-11,301301,9.0,9.02,9.18,8.91,134811.0,122152392.0,2.9867,-0.2212,-0.02,2.174433721197699,川宁生物
2026-08-12,301301,9.0,8.96,9.11,8.92,106798.99,95972929.0,2.1064,-0.6652,-0.06,1.7226140689250566,川宁生物
2026-08-13,301301,8.94,8.96,9.11,8.81,171114.99,153614576.0,3.3482,0.0,0.0,2.759998846224767,川宁生物
2026-08-14,301301,8.9,8.89,9.09,8.83,120166.22,107288966.0,2.9018,-0.7812,-0.07,1.9382207751360152,川宁生物
2026-08-17,301301,8.84,8.86,8.95,8.68,118130.0,104279071.0,3.0371,-0.3375,-0.03,1.9053775692271715,川宁生物
2026-08-18,301301,8.88,9.25,9.35,8.83,354699.03,325568706.0,5.8691,4.4018,0.39,5.721117206371248,川宁生物
2026-08-19,301301,9.16,8.91,9.43,8.85,252604.48,228342638.0,6.2703,-3.6757,-0.34,4.074383391841984,川宁生物
2026-08-20,301301,9.05,9.45,9.49,9.05,337221.06,314902215.0,4.9383,6.0606,0.54,5.43920632857877,川宁生物
2026-08-21,301301,9.25,9.02,9.3,8.88,261826.31,235351341.0,4.4444,-4.5503,-0.43,4.223126878079402,川宁生物
2026-08-24,301301,8.95,8.62,9.0,8.6,161133.08,140897733.0,4.4346,-4.4346,-0.4,2.598995651337402,川宁生物
2026-06-25,301302,27.95,26.49,28.28,26.35,82812.56,223536448.0,,,,5.9581667745881,华如科技
2026-06-26,301302,26.52,26.03,27.5,25.78,93140.6,245583265.0,6.493,-1.7365,-0.46,6.701244693862868,华如科技
2026-06-29,301302,26.05,26.53,27.81,25.77,114310.74,304800021.0,7.8371,1.9209,0.5,8.22438592704511,华如科技
2026-06-30,301302,26.54,26.92,27.58,26.48,104238.82,280474237.0,4.1462,1.47,0.39,7.499735232750558,华如科技
2026-07-01,301302,27.19,27.25,28.27,26.85,108690.44,297951346.0,5.2749,1.2259,0.33,7.820018706381754,华如科技
2026-07-02,301302,26.93,26.99,28.68,26.82,134399.21,372030652.0,6.8257,-0.9541,-0.26,9.66970357579682,华如科技
2026-07-03,301302,27.28,27.67,28.27,26.94,132697.87,367021250.0,4.9278,2.5195,0.68,9.547296208360313,华如科技
2026-07-06,301302,27.46,25.45,27.96,25.22,128043.01,334878446.0,9.9024,-8.0231,-2.22,9.212390100007195,华如科技
2026-07-07,301302,25.19,24.41,25.69,24.32,82201.46,204141450.0,5.3831,-4.0864,-1.04,5.914199582703791,华如科技
2026-07-08,301302,24.58,23.99,24.8,23.86,58626.12,141404249.0,3.8509,-1.7206,-0.42,4.218009928771854,华如科技
2026-07-09,301302,24.05,24.07,24.38,23.27,62079.0,148119500.0,4.6269,0.3335,0.08,4.466436434275847,华如科技
2026-07-10,301302,24.01,24.19,25.22,23.76,84396.0,206395467.0,6.0656,0.4985,0.12,6.072091517375351,华如科技
2026-07-13,301302,24.38,22.22,24.85,22.09,86178.66,198303478.0,11.4097,-8.1439,-1.97,6.200349665443557,华如科技
2026-07-14,301302,22.11,22.24,22.4,21.45,70174.4,154176535.0,4.2754,0.09,0.02,5.048881214475862,华如科技
2026-07-15,301302,22.17,22.25,22.97,22.0,50913.67,114428762.0,4.3615,0.045,0.01,3.6631174904669397,华如科技
2026-07-16,301302,22.0,22.98,23.8,21.89,83236.04,192409239.0,8.5843,3.2809,0.73,5.988635153608173,华如科技
2026-07-17,301302,22.93,21.76,23.35,21.58,64338.56,143864412.0,7.7023,-5.309,-1.22,4.629006403338369,华如科技
2026-07-20,301302,21.88,20.74,22.18,20.26,70356.92,148932607.0,8.8235,-4.6875,-1.02,5.062013094467228,华如科技
2026-07-21,301302,20.5,20.85,21.0,18.68,84513.08,168813257.0,11.1861,0.5304,0.11,6.080515144974458,华如科技
2026-07-22,301302,20.69,20.42,21.0,20.16,47918.0,98420054.0,4.0288,-2.0624,-0.43,3.447586157277502,华如科技
2026-07-23,301302,20.43,21.02,21.08,20.33,44330.18,92365488.0,3.6729,2.9383,0.6,3.1894510396431395,华如科技
2026-07-24,301302,20.79,21.14,21.73,20.53,74750.76,158890915.0,5.7088,0.5709,0.12,5.378139434491691,华如科技
2026-07-27,301302,20.6,21.4,21.46,20.4,64806.5,136636419.0,5.0142,1.2299,0.26,4.662673573638392,华如科技
2026-07-28,301302,21.26,21.3,21.76,21.06,45432.01,97293406.0,3.271,-0.4673,-0.1,3.2687250881358367,华如科技
2026-07-29,301302,21.14,20.88,21.38,20.44,61012.5,127378135.0,4.4131,-1.9718,-0.42,4.389704295273042,华如科技
2026-07-30,301302,20.64,20.12,21.02,19.91,48194.97,98459895.0,5.3161,-3.6398,-0.76,3.46751349017915,华如科技
2026-07-31,301302,20.5,21.6,23.29,20.5,99618.47,215968758.0,13.8668,7.3559,1.48,7.167312036837183,华如科技
2026-08-03,301302,21.82,22.17,22.46,21.38,66740.0,147463961.0,5.0,2.6389,0.57,4.801784301028851,华如科技
2026-08-04,301302,22.7,23.89,24.8,22.1,110925.25,258925714.0,12.1786,7.7582,1.72,7.980807971796532,华如科技
2026-08-05,301302,24.56,24.4,25.18,23.67,134615.25,330007470.0,6.3206,2.1348,0.51,9.685247140082021,华如科技
2026-08-06,301302,23.64,24.21,24.7,23.61,96986.28,234800512.0,4.4672,-0.7787,-0.19,6.977932225339953,华如科技
2026-08-07,301302,24.0,23.99,24.18,23.25,59299.49,140665957.0,3.8414,-0.9087,-0.22,4.266457299086265,华如科技
2026-08-10,301302,24.35,24.46,24.47,23.65,54902.32,132470084.0,3.4181,1.9591,0.47,3.9500913734801064,华如科技
2026-08-11,301302,24.35,24.08,24.35,23.66,43146.24,103418392.0,2.8209,-1.5536,-0.38,3.104269371897259,华如科技
2026-08-12,301302,24.15,24.27,24.43,23.88,31391.26,76120774.0,2.2841,0.789,0.19,2.2585265126987553,华如科技
2026-08-13,301302,24.28,23.84,24.53,23.84,42028.22,101547705.0,2.843,-1.7717,-0.43,3.023830491402259,华如科技
2026-08-14,301302,23.86,23.6,24.08,23.26,43303.45,102005817.0,3.4396,-1.0067,-0.24,3.1155802575724874,华如科技
2026-08-17,301302,23.6,23.8,23.8,23.2,34001.84,80052126.0,2.5424,0.8475,0.2,2.4463515360817327,华如科技
2026-08-18,301302,23.71,23.33,23.79,23.06,31608.0,73576714.0,3.0672,-1.9748,-0.47,2.2741204403194475,华如科技
2026-08-19,301302,23.13,21.58,23.28,21.55,48815.5,107569137.0,7.4153,-7.5011,-1.75,3.512159148140154,华如科技
2026-08-20,301302,21.85,21.73,21.98,21.44,29000.44,63009683.0,2.5023,0.6951,0.15,2.086512698755306,华如科技
2026-08-21,301302,21.57,21.66,21.86,21.1,30638.64,66165227.0,3.4975,-0.3221,-0.07,2.2043772933304555,华如科技
2026-08-24,301302,21.4,20.64,21.45,20.37,46189.63,95632996.0,4.9861,-4.7091,-1.02,3.323234045614792,华如科技
2026-06-25,301303,17.46,17.16,17.49,16.89,71715.88,122755428.0,,,,7.01720939334638,真兰仪表
2026-06-26,301303,17.05,16.82,17.54,16.68,76814.2,130712304.0,5.0117,-1.9814,-0.34,7.516066536203522,真兰仪表
2026-06-29,301303,16.77,16.59,16.79,16.11,72601.46,119453596.0,4.0428,-1.3674,-0.23,7.103861056751468,真兰仪表
2026-06-30,301303,17.58,17.15,17.8,16.8,110249.24,189401699.0,6.0277,3.3755,0.56,10.78759686888454,真兰仪表
2026-07-01,301303,17.36,16.83,17.5,16.5,84968.77,142638859.0,5.8309,-1.8659,-0.32,8.313969667318982,真兰仪表
2026-07-02,301303,16.66,16.92,17.46,16.51,88865.24,151251521.0,5.6447,0.5348,0.09,8.695228962818003,真兰仪表
2026-07-03,301303,16.76,15.94,16.79,15.9,95680.6,155162589.0,5.26,-5.792,-0.98,9.362093933463797,真兰仪表
2026-07-06,301303,15.87,15.48,15.99,15.38,68776.46,107733084.0,3.8269,-2.8858,-0.46,6.729594911937379,真兰仪表
2026-07-07,301303,15.43,14.82,15.48,14.75,52579.94,78675362.0,4.7158,-4.2636,-0.66,5.144808219178082,真兰仪表
2026-07-08,301303,14.82,14.04,14.84,14.02,74325.47,106053527.0,5.5331,-5.2632,-0.78,7.272550880626223,真兰仪表
2026-07-09,301303,14.06,16.22,16.33,13.47,159835.43,241045601.0,20.3704,15.5271,2.18,15.639474559686889,真兰仪表
2026-07-10,301303,16.06,15.47,16.5,15.35,112920.38,177157165.0,7.09,-4.6239,-0.75,11.048960861056752,真兰仪表
2026-07-13,301303,15.32,14.68,15.71,14.63,68784.28,103696378.0,6.9813,-5.1067,-0.79,6.7303600782778865,真兰仪表
2026-07-14,301303,14.97,15.15,15.83,14.73,78370.35,118637782.0,7.4932,3.2016,0.47,7.668331702544032,真兰仪表
2026-07-15,301303,15.08,14.56,15.18,14.48,56482.08,82864737.0,4.6205,-3.8944,-0.59,5.526622309197652,真兰仪表
2026-07-16,301303,14.5,14.13,14.63,14.03,50972.92,72772308.0,4.1209,-2.9533,-0.43,4.987565557729941,真兰仪表
2026-07-17,301303,14.03,13.31,14.31,13.25,67826.52,92793251.0,7.5018,-5.8033,-0.82,6.6366457925636,真兰仪表
2026-07-20,301303,13.65,12.57,13.74,12.44,73230.45,94822715.0,9.7671,-5.5597,-0.74,7.165406066536203,真兰仪表
2026-07-21,301303,12.58,12.85,13.31,11.92,68346.1,85995191.0,11.0581,2.2275,0.28,6.687485322896282,真兰仪表
2026-07-22,301303,12.8,13.02,13.79,12.46,64772.15,85381890.0,10.3502,1.323,0.17,6.337783757338551,真兰仪表
2026-07-23,301303,13.03,13.2,13.23,12.97,25686.4,33667324.0,1.9969,1.3825,0.18,2.5133463796477495,真兰仪表
2026-07-24,301303,13.07,12.95,13.55,12.86,33583.0,44220501.0,5.2273,-1.8939,-0.25,3.2860078277886497,真兰仪表
2026-07-27,301303,12.95,13.13,13.21,12.83,24107.0,31530961.0,2.9344,1.39,0.18,2.3588062622309196,真兰仪表
2026-07-28,301303,13.0,13.01,13.2,12.96,25538.2,33405776.0,1.8279,-0.9139,-0.12,2.4988454011741683,真兰仪表
2026-07-29,301303,13.02,13.49,13.49,12.89,37985.77,50142440.0,4.6118,3.6895,0.48,3.7168072407045014,真兰仪表
2026-07-30,301303,13.4,13.01,13.48,12.97,36315.21,47838599.0,3.7806,-3.5582,-0.48,3.553347358121331,真兰仪表
2026-07-31,301303,13.18,13.5,13.6,13.17,40751.63,54620156.0,3.3051,3.7663,0.49,3.990889384316089,真兰仪表
2026-08-03,301303,13.95,13.81,14.0,13.5,73642.4,100875156.0,3.7037,2.2963,0.31,7.211948881444967,真兰仪表
2026-08-04,301303,13.85,13.82,13.95,13.62,51805.11,71360266.0,2.3896,0.0724,0.01,5.073378992504772,真兰仪表
2026-08-05,301303,13.71,13.72,13.88,13.67,52197.76,71762463.0,1.5195,-0.7236,-0.1,5.11183199958085,真兰仪表
2026-08-06,301303,13.65,13.39,13.73,13.32,52522.72,70636213.0,2.9883,-2.4052,-0.33,5.143655988322585,真兰仪表
2026-08-07,301303,13.5,14.51,14.65,13.35,122615.23,173917155.0,9.7087,8.3645,1.12,12.007956976505616,真兰仪表
2026-08-10,301303,14.32,14.19,14.49,14.1,59232.2,84060508.0,2.6878,-2.2054,-0.32,5.800728908013923,真兰仪表
2026-08-11,301303,14.1,15.0,15.14,14.09,106873.23,157718800.0,7.3996,5.7082,0.81,10.466311140795392,真兰仪表
2026-08-12,301303,14.89,14.86,15.13,14.68,68993.09,102517517.0,3.0,-0.9333,-0.14,6.756632568370014,真兰仪表
2026-08-13,301303,14.9,14.51,14.9,14.5,57834.94,84854650.0,2.6918,-2.3553,-0.35,5.663892415801722,真兰仪表
2026-08-14,301303,14.42,14.45,14.63,14.31,33641.75,48631155.0,2.2054,-0.4135,-0.06,3.29460448440506,真兰仪表
2026-08-17,301303,14.46,14.47,14.58,14.16,37554.32,54092080.0,2.9066,0.1384,0.02,3.677770362147707,真兰仪表
2026-08-18,301303,14.5,14.38,14.52,14.25,27840.02,39945335.0,1.8659,-0.622,-0.09,2.7264293545349623,真兰仪表
2026-08-19,301303,14.15,13.67,14.29,13.65,44581.4,61978104.0,4.4506,-4.9374,-0.71,4.365946490924395,真兰仪表
2026-08-20,301303,13.68,14.08,14.56,13.68,43941.49,62295019.0,6.4375,2.9993,0.41,4.303278812946417,真兰仪表
2026-08-21,301303,13.91,14.01,14.12,13.73,31667.0,43999778.0,2.7699,-0.4972,-0.07,3.1012132308115667,真兰仪表
2026-08-24,301303,13.92,14.05,14.12,13.7,30379.8,42212672.0,2.9979,0.2855,0.04,0.965842405566458,真兰仪表
2026-06-25,301305,31.59,30.44,32.27,29.32,192034.45,586752921.0,,,,15.44985561160058,朗坤科技
2026-06-26,301305,31.09,30.1,31.44,29.45,113497.73,347116386.0,6.5375,-1.117,-0.34,9.131296706108865,朗坤科技
2026-06-29,301305,30.19,27.83,30.57,27.34,137697.0,393035392.0,10.7309,-7.5415,-2.27,11.07821418579096,朗坤科技
2026-06-30,301305,27.55,28.32,28.67,26.96,85010.7,238119572.0,6.1444,1.7607,0.49,6.836319874217253,朗坤科技
2026-07-01,301305,28.29,28.65,28.8,27.95,62715.24,179107578.0,3.0014,1.1653,0.33,5.0433820875290385,朗坤科技
2026-07-02,301305,28.6,29.35,30.85,28.2,103156.26,308364692.0,9.2496,2.4433,0.7,8.295534449050795,朗坤科技
2026-07-03,301305,29.38,29.16,29.8,28.69,59440.83,173354620.0,3.7819,-0.6474,-0.19,4.780063303430852,朗坤科技
2026-07-06,301305,28.98,28.48,29.67,27.93,63512.37,182450461.0,5.9671,-2.332,-0.68,5.107485025880738,朗坤科技
2026-07-07,301305,28.15,26.84,28.48,26.63,56716.61,154733650.0,6.4958,-5.7584,-1.64,4.56098924183931,朗坤科技
2026-07-08,301305,26.15,25.03,26.52,24.76,75816.28,192958222.0,6.5574,-6.7437,-1.81,6.096930642298205,朗坤科技
2026-07-09,301305,25.59,23.65,26.33,23.33,113721.87,276212250.0,11.9856,-5.5134,-1.38,9.145190899664993,朗坤科技
2026-07-10,301305,24.64,24.44,25.28,24.04,94694.65,232723106.0,5.2431,3.3404,0.79,7.615075723138933,朗坤科技
2026-07-13,301305,24.1,22.85,24.49,22.63,99293.88,231998058.0,7.6105,-6.5057,-1.59,7.984932781780918,朗坤科技
2026-07-14,301305,22.64,23.16,23.2,22.15,46761.57,106470127.0,4.5952,1.3567,0.31,3.7604331024282978,朗坤科技
2026-07-15,301305,23.16,23.18,23.49,22.81,45263.35,104826069.0,2.9361,0.0864,0.02,3.6399504906870725,朗坤科技
2026-07-16,301305,22.96,22.06,23.17,21.88,56644.7,127349151.0,5.5651,-4.8318,-1.12,4.555206443178024,朗坤科技
2026-07-17,301305,21.86,20.72,22.13,20.51,70553.27,149813906.0,7.3436,-6.0743,-1.34,5.673694274862058,朗坤科技
2026-07-20,301305,20.98,20.19,21.68,19.89,84727.64,175004555.0,8.639,-2.5579,-0.53,6.813556990208583,朗坤科技
2026-07-21,301305,20.64,20.56,20.78,18.88,85179.08,170554817.0,9.4106,1.8326,0.37,6.849860517223613,朗坤科技
2026-07-22,301305,20.3,20.14,20.63,19.89,42509.36,85759819.0,3.5992,-2.0428,-0.42,3.4184824099584636,朗坤科技
2026-07-23,301305,20.89,21.1,21.15,20.36,64829.6,134659494.0,3.9225,4.7666,0.96,5.2134129341077635,朗坤科技
2026-07-24,301305,20.9,20.77,21.56,20.72,54669.0,115397991.0,3.981,-1.564,-0.33,4.396326241327069,朗坤科技
2026-07-27,301305,20.78,20.91,21.36,20.55,52874.0,110533233.0,3.8999,0.674,0.14,4.251977422011147,朗坤科技
2026-07-28,301305,20.65,20.38,20.98,20.19,39586.01,81581572.0,3.7781,-2.5347,-0.53,3.1833948773973506,朗坤科技
2026-07-29,301305,20.42,20.68,20.83,20.11,39846.94,81722400.0,3.5329,1.472,0.3,3.204378129444205,朗坤科技
2026-07-30,301305,20.7,21.05,21.55,20.5,74536.94,157845976.0,5.0774,1.7892,0.37,5.994049740624874,朗坤科技
2026-07-31,301305,21.32,21.86,22.26,21.01,82557.58,177849186.0,5.9382,3.848,0.81,6.63904690728674,朗坤科技
2026-08-03,301305,21.74,21.74,21.95,21.3,50241.28,108891592.0,2.9735,-0.5489,-0.12,4.040261531432088,朗坤科技
2026-08-04,301305,21.85,22.06,22.35,21.46,72476.57,159268777.0,4.0938,1.4719,0.32,5.828360617029362,朗坤科技
2026-08-05,301305,22.0,22.69,23.59,21.94,85769.19,195464378.0,7.4796,2.8558,0.63,6.897315493138108,朗坤科技
2026-08-06,301305,22.5,22.66,22.98,22.3,50009.92,113333658.0,2.9969,-0.1322,-0.03,4.021656215088393,朗坤科技
2026-08-07,301305,22.7,22.71,23.07,22.22,53055.26,120585716.0,3.7511,0.2207,0.05,4.266553838161122,朗坤科技
2026-08-10,301305,22.83,23.13,23.18,22.44,44697.83,102468108.0,3.2585,1.8494,0.42,3.594472972971451,朗坤科技
2026-08-11,301305,23.29,22.93,23.29,22.67,36381.66,83382868.0,2.6805,-0.8647,-0.2,2.9257101201968094,朗坤科技
2026-08-12,301305,22.96,23.3,23.43,22.87,36534.13,84525713.0,2.4422,1.6136,0.37,2.937971326035861,朗坤科技
2026-08-13,301305,23.31,23.83,24.84,23.31,87665.98,211872654.0,6.5665,2.2747,0.53,7.04984997614103,朗坤科技
2026-08-14,301305,23.87,23.96,24.0,23.33,74317.4,176293627.0,2.8116,0.5455,0.13,5.9763949552250875,朗坤科技
2026-08-17,301305,24.52,25.13,25.16,24.22,102573.05,255303624.0,3.9232,4.8831,1.17,8.248634351606093,朗坤科技
